Time,/fdm/jsbsim/velocities/u-fps,/fdm/jsbsim/velocities/v-fps,/fdm/jsbsim/velocities/w-fps,/fdm/jsbsim/velocities/p-rad_sec,/fdm/jsbsim/velocities/q-rad_sec,/fdm/jsbsim/velocities/r-rad_sec,/fdm/jsbsim/velocities/p-aero-rad_sec,/fdm/jsbsim/velocities/q-aero-rad_sec,/fdm/jsbsim/velocities/r-aero-rad_sec,/fdm/jsbsim/velocities/phidot-rad_sec,/fdm/jsbsim/velocities/thetadot-rad_sec,/fdm/jsbsim/velocities/psidot-rad_sec,/fdm/jsbsim/velocities/u-aero-fps,/fdm/jsbsim/velocities/v-aero-fps,/fdm/jsbsim/velocities/w-aero-fps,/fdm/jsbsim/velocities/vc-fps,/fdm/jsbsim/velocities/vt-fps,/fdm/jsbsim/velocities/mach
51.8497926,170.878612061377879,-0.280474686060539824,5.39555818206547144,-5.32536651208443396e-05,0.0697073713869472561,-0.000116332399031835417,-5.32536651208443396e-05,0.0697073713869472561,-0.000116332399031835417,-1.05638293885084271e-05,0.0697068067191364826,-0.000306721939026662071,170.878612061378078,-0.280474686060481926,5.39555818206543947,166.182599664716065,170.964004323040228,0.154144996634464876
51.8997924,171.103330137091433,-0.27676183508727803,5.39656428976837788,-4.85310247587138305e-05,0.0700624644832859717,-9.38416097112785609e-05,-4.85310247587138305e-05,0.0700624644832859717,-9.38416097112785609e-05,-9.86784081922363929e-06,0.0700619588512469832,-0.000284872756484041186,171.103330137091632,-0.276761835087220132,5.39656428976834679,166.404761082100038,171.188635975784138,0.154346754203432412
51.9497922,171.321925751538799,-0.273261964558962234,5.39757305580261004,-4.3819258211386607e-05,0.0704077294973944334,-7.05464311376503188e-05,-4.3819258211386607e-05,0.0704077294973944334,-7.05464311376503188e-05,-9.14452777105027089e-06,0.0704072851316429188,-0.000262206990138341017,171.321925751538998,-0.273261964558904336,5.39757305580257896,166.620906548717301,171.407148947206508,0.154543008134442661
51.999792,171.534384664347385,-0.269980247420985364,5.39858393387146407,-3.91583322663097692e-05,0.0707432085225227214,-4.66467953988838695e-05,-3.91583322663097692e-05,0.0707432085225227214,-4.66467953988838695e-05,-8.3978947191418345e-06,0.0707428271147456655,-0.000238926771997303495,171.534384664347584,-0.269980247420927466,5.39858393387143387,166.831020864969958,171.619528958686459,0.154733745843498499
52.0497918,171.740693488075578,-0.266920123350352867,5.39959637551774563,-3.45854574453339334e-05,0.0710689419310414211,-2.2341896432901903e-05,-3.45854574453339334e-05,0.0710689419310414211,-2.2341896432901903e-05,-7.6321351148735445e-06,0.0710686246354162027,-0.000215233059660930632,171.740693488075777,-0.266920123350294969,5.39959637551771632,167.035089688658388,171.825762582727833,0.154918955508068529
52.0997916,171.940839691853483,-0.264083317860769995,5.4006098253813235,-3.01347375817831526e-05,0.0713849683602013063,2.1720004031143558e-06,-3.01347375817831526e-05,0.0713849683602013063,2.1720004031143558e-06,-6.85156546841903679e-06,0.0713847158007013122,-0.000191323453177211141,171.940839691853682,-0.264083317860712097,5.40060982538129508,167.23309953906741,172.025837246689491,0.155098626070333284
52.1497914,172.134811604952318,-0.261469880182094272,5.40162371710201228,-2.583688170725836e-05,0.0716913247150925276,2.67036481135802717e-05,-2.583688170725836e-05,0.0716913247150925276,2.67036481135802717e-05,-6.0605601857653213e-06,0.0716911369985190755,-0.000167390119550020716,172.134811604952517,-0.261469880182036374,5.40162371710198386,167.425037801188125,172.219741236456088,0.155272747240338321
52.1997912,172.322598420218668,-0.259078238947388684,5.4026374698784565,-2.17189792273037808e-05,0.0719880461883340428,5.10687858095377738e-05,-2.17189792273037808e-05,0.0719880461883340428,5.10687858095377738e-05,-5.26348772387254994e-06,0.0719879229227531059,-0.00014361784554350757,172.322598420218867,-0.259078238947330786,5.40263746987842897,167.610892729650317,172.407463699982685,0.155441309499055935
52.249791,172.504190197302933,-0.256905274522384985,5.4036504856886296,-1.78043392206187079e-05,0.0722751662958762975,7.50919650396968255e-05,-1.78043392206187079e-05,0.0722751662958762975,7.50919650396968255e-05,-4.46464941488170994e-06,0.0722751066140821241,-0.00012018223735056628,172.504190197303132,-0.256905274522327087,5.40365048568860296,167.790653452492421,172.588994650640728,0.15560430410127285
52.2997908,172.679577865625731,-0.254946406645320423,5.40466214717572768,-1.4112392885635124e-05,0.0725527169282065981,9.86082175594899565e-05,-1.4112392885635124e-05,0.0725527169282065981,9.86082175594899565e-05,-3.66822139279482478e-06,0.0725527195157840837,-9.72480834123427487e-05,172.67957786562593,-0.254946406645262524,5.40466214717570193,167.964309974627582,172.764324970307882,0.15576172307824343
52.3497906,172.84875322701501,-0.25319569590179114,5.40567181619232429,-1.06586575696336914e-05,0.0728207284160855978,0.00012146454975591126,-1.06586575696336914e-05,0.0728207284160855978,0.00012146454975591126,-2.87820030365735153e-06,0.0728207915436002856,-7.49678942765762417e-05,172.848753227015209,-0.253195695901733242,5.40567181619229853,168.131853181024525,172.933446412133918,0.155913559240059701
52.3997904,173.011708957962213,-0.251645957427967915,5.40667883299543917,-7.45476029143577921e-06,0.0730792296097822758,0.000143521251440696765,-7.45476029143577921e-06,0.0730792296097822758,0.000143521251440696765,-2.09835372741494668e-06,0.0730793511685900732,-5.34806308744675918e-05,173.011708957962412,-0.251645957427910016,5.4066788329954143,168.293274839425123,173.096351602931662,0.156059806177686444
52.4497902,173.168438611443264,-0.250288885132242456,5.40768251607480011,-4.50851728129966799e-06,0.0733282479706482831,0.000164653009321313263,-4.50851728129966799e-06,0.0733282479706482831,0.000164653009321313263,-1.33217554981339373e-06,0.0733284255117886974,-3.29106300018445108e-05,173.168438611443463,-0.250288885132184558,5.40768251607477612,168.448567602634228,173.253034045138577,0.156200458264620062
52.49979,173.31893661825805,-0.249115184653000199,5.40868216259141832,-1.82406581081164253e-06,0.0735678096737275855,0.000184749818092941022,-1.82406581081164253e-06,0.0735678096737275855,0.000184749818092941022,-5.82846884088030633e-07,0.0735680404493429529,-1.33667331775921639e-05,173.318936618258249,-0.249115184652942301,5.40868216259139523,168.597725010428775,173.403488118304523,0.156335510658103083
52.5497898,173.463198287849536,-0.248114713207662874,5.40967704940021576,5.97956145174992435e-07,0.0737979397199853004,0.000203717684752865861,5.97956145174992435e-07,0.0737979397199853004,0.000203717684752865861,1.46797065464438288e-07,0.0737982207266952017,5.05837757007798916e-06,173.463198287849735,-0.248114713207604975,5.40967704940019356,168.740741490764265,173.547709080067079,0.156464959299906198
