Time,/fdm/jsbsim/forces/fbx-aero-lbs,/fdm/jsbsim/forces/fby-aero-lbs,/fdm/jsbsim/forces/fbz-aero-lbs,/fdm/jsbsim/forces/fwx-aero-lbs,/fdm/jsbsim/forces/fwy-aero-lbs,/fdm/jsbsim/forces/fwz-aero-lbs,/fdm/jsbsim/forces/fbx-gear-lbs,/fdm/jsbsim/forces/fby-gear-lbs,/fdm/jsbsim/forces/fbz-gear-lbs,/fdm/jsbsim/forces/fbx-total-lbs,/fdm/jsbsim/forces/fby-total-lbs,/fdm/jsbsim/forces/fbz-total-lbs,/fdm/jsbsim/forces/load-factor,/fdm/jsbsim/moments/l-aero-lbsft,/fdm/jsbsim/moments/m-aero-lbsft,/fdm/jsbsim/moments/n-aero-lbsft,/fdm/jsbsim/moments/l-gear-lbsft,/fdm/jsbsim/moments/m-gear-lbsft,/fdm/jsbsim/moments/n-gear-lbsft,/fdm/jsbsim/moments/l-total-lbsft,/fdm/jsbsim/moments/m-total-lbsft,/fdm/jsbsim/moments/n-total-lbsft
2.3999904,-194.770261068839829,6.28306296386819163,-2471.02540001728676,245.226170991140691,6.28272643988302359,2466.5291628961395,0,0,0,42.7114710868647194,6.28306296386819163,-2471.02540001728676,-0.994579798774877788,-209.724406613791984,-174.682477062667317,-87.7059750483838911,0,0,0,0.00145268221953642751,-0.000525714912157582148,0.000856553295506046197
2.4499902,-194.770193640302381,6.28306509367671584,-2471.02461592595455,245.226090917039386,6.28272810897602518,2466.52838001323653,0,0,0,42.7115681608525222,6.28306509367671584,-2471.02461592595455,-0.994579697371106075,-209.724389146708404,-174.682418065367756,-87.7060296536800195,0,0,0,0.00147709542062557375,-0.000552308250064470485,0.000824327950141423571
2.49999,-194.770124505354744,6.28306697233772837,-2471.02382150143103,245.226009295923802,6.2827295450246563,2466.52758679731915,0,0,0,42.7116674108668803,6.28306697233772837,-2471.02382150143103,-0.99457959180379607,-209.724375484861866,-174.682359570226822,-87.7060819976362609,0,0,0,0.00149774202216690355,-0.000578850045457102169,0.000794226595218106013
2.5499898,-194.770053640048161,6.28306853121703046,-2471.02301670436873,245.225926096407989,6.28273068947601931,2466.52678321017174,0,0,0,42.7117688570303926,6.28306853121703046,-2471.02301670436873,-0.994579482056648034,-209.724365555061127,-174.682301567575905,-87.7061316134542608,0,0,0,0.00151469403445503303,-0.000605339750109123997,0.000766714492243636414
2.5999896,-194.76998102231255,6.28306970640571105,-2471.02220150864105,245.225841289711809,6.28273148797830672,2466.52596922671455,0,0,0,42.7118725177359408,6.28306970640571105,-2471.02220150864105,-0.994579368118629015,-209.72435924186891,-174.682244048968641,-87.7061780754452229,0,0,0,0.0015280658890048926,-0.000631781111422924369,0.000742215862572948026
2.6499894,-194.769906632096962,6.28307043928536313,-2471.02137589551148,245.225754849562463,6.2827318908554286,2466.52514482918195,0,0,0,42.7119784091884185,6.28307043928536313,-2471.02137589551148,-0.994579249982261215,-209.724356391791844,-174.682187004396383,-87.7062210025893023,0,0,0,0.00153800996727682104,-0.000658179428171479231,0.000721110164704441559
2.6999892,-194.769830451898628,6.28307067701318278,-2471.02053985402745,245.225666752636897,6.28273185351374774,2466.52431000751812,0,0,0,42.7120865451064446,6.28307067701318278,-2471.02053985402745,-0.994579127643061667,-209.724356817869079,-174.682130420511385,-87.7062600615236079,0,0,0,0.00154471221631524713,-0.000684539383598803397,0.000703729179690526507
2.749989,-194.769752466988933,6.28307037292455295,-2471.01969337867558,245.225576978666965,6.28273133677573359,2466.5234647570328,0,0,0,42.712196936419673,6.28307037292455295,-2471.01969337867558,-0.994579001098843674,-209.724360303720914,-174.682074279464132,-87.7062949688003783,0,0,0,0.00154838803135248781,-0.000710863693626606619,0.000690354736022413817
2.7999888,-194.769672665622721,6.2830694868454362,-2471.01883646790657,245.225485510562891,6.28273030713567326,2466.52260907692744,0,0,0,42.7123095910303903,6.2830694868454362,-2471.01883646790657,-0.994578870348876376,-209.724366607625825,-174.682018558490427,-87.7063254924478599,0,0,0,0.00154927815179917161,-0.000737152447669586763,0.00068121716762448159
2.8499886,-194.769591039292351,6.28306798534029465,-2471.01796912410055,245.225392334627998,6.28272873695965828,2466.52174297026249,0,0,0,42.7124245136303955,6.28306798534029465,-2471.01796912410055,-0.994578735394223368,-209.724375466417314,-174.681963229515532,-87.706351453032056,0,0,0,0.00154764482812197457,-0.000763402377629063267,0.000676494314291176124
